movie_id,budget,original_language,popularity,release_date,runtime,runtime_cat,revenue,sw_lang_en,sw_web_presence,sw_has_poster,sw_tagline,keyword_cnt,release_year,release_month,high_release_month,release_day,seasonality,sw_collection,producers_cnt,countries_cnt,lang_US,lang_FR,lang_RU,lang_ES,lang_JA,keywords_cnt,actor0_movies_cnt,actor0_movies_5y_cnt,actor1_movies_cnt,actor1_movies_5y_cnt,actor2_movies_cnt,actor2_movies_5y_cnt,sw_female_actor0,sw_female_actor1,sw_female_actor2,sw_male_actor0,sw_male_actor1,sw_male_actor2,actor0_prev_revenue,actor1_prev_revenue,actor2_prev_revenue,director_movies_cnt,director_movies_5y_cnt,genre_adventure,genre_fantasy,genre_animation,genre_drama,genre_horror,genre_action,genre_comedy,genre_history,genre_western,genre_thriller,genre_crime,genre_documentary,genre_science_fiction,genre_mystery,genre_music,genre_romance,genre_family,genre_war,genre_foreign,depart_Art,depart_Camera,depart_Crew,depart_Custom_Mkup,depart_Directing,depart_Editing,depart_Lighting,depart_Production,depart_Sound,depart_Visual_Effects,depart_Writing,depart_Art_female,depart_Camera_female,depart_Crew_female,depart_Custom_Mkup_female,depart_Directing_female,depart_Editing_female,depart_Lighting_female,depart_Production_female,depart_Sound_female,depart_Visual_Effects_female,depart_Writing_female,overview
2612,0,en,16.759454,1989-04-21,107,Medium,84431625,1,0,1,1,16,1989,4,0,21,-28405871,0,1,1,1,0,0,0,0,16,8,4,1,1,0,0,0,1,1,1,0,0,50888000,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,5,3,0,8,3,0,2,2,1,0,1,0,0,0,1,0,0,0,"Ray Kinsella is an Iowa farmer who hears a mysterious voice telling him to turn his cornfield into a baseball diamond. He does, but the voice's directions don't stop -- even after the spirits of deceased ballplayers turn up to play."
2613,30000000,en,14.443599,2011-02-16,113,Medium,130786397,1,1,1,1,8,2011,2,0,16,-15309317,1,7,3,1,0,0,0,0,8,37,10,8,4,8,1,0,1,1,1,0,0,748806957,457363168,195745823,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,6,3,1,2,2,1,0,9,3,0,3,0,0,0,1,0,0,0,2,0,0,0,"An American biologist attending a conference in Berlin awakens from a coma after a car accident, only to discover that someone has taken his identity and that no one, not even his wife, believes him. With the help of an illegal immigrant and a former Stazi agent, he sets out to prove who he is and find out why people are trying to kill him."
2614,28000000,en,4.512767,1999-10-01,119,Large,8888143,1,0,1,1,2,1999,10,1,1,-28659422,0,1,2,1,0,0,0,0,2,5,4,9,8,2,2,0,0,1,1,1,0,24048000,185260553,,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"In Mystery, Alaska, life revolves around the legendary Saturday hockey game at the local pond. But everything changes when the hometown team unexpectedly gets booked in an exhibition match against the New York Rangers. When quirky small-towners, slick promoters and millionaire athletes come together."
2616,0,en,5.94179,1983-07-15,79,Short,11798616,1,0,1,1,10,1983,7,0,15,40981593,0,1,1,1,0,0,0,0,10,8,2,4,2,0,0,0,0,0,1,0,1,41744718,33395426,,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,6,3,3,1,10,7,1,1,0,0,0,1,1,1,0,2,0,0,0,"Fictional documentary about the life of human chameleon Leonard Zelig, a man who becomes a celebrity in the 1920s due to his ability to look and act like whoever is around him. Clever editing places Zelig in real newsreel footage of Woodrow Wilson, Babe Ruth, and others."
2617,14000000,en,6.573364,1987-12-11,88,Short,57915972,1,0,1,1,4,1987,12,1,11,32322910,0,1,1,1,0,0,0,0,4,5,4,1,1,2,2,0,0,1,1,1,0,71624879,30857814,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,4,2,4,3,1,0,2,7,0,1,2,0,0,2,0,0,0,1,0,0,0,"Larry Donner is a author and writing professor who tutors people who want to write books. Larry's life has become a misery when his Ex-wife has published a book he wrote under her name and has gotten rich over it. Owen Lift, one of Larry's students offers Larry to kill Larry's Ex-wife and in return Owen wants Larry to kill his horrible mother. Larry thinks it is a joke, until he learns Owen killed his Ex-wife and he has become the prime suspect."
2683,3000000,en,3.044499,1961-12-15,115,Medium,4000000,1,1,1,1,22,1961,12,1,15,32322910,0,1,1,1,0,1,0,0,22,1,0,0,0,1,1,0,1,0,1,0,0,,,4905000,9,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,2,2,0,2,1,0,6,5,0,3,0,0,0,0,0,0,0,0,0,0,0,A Coca-Cola executive in West Berlin tries to keep the boss's daughter from marrying a Communist.
2696,10,en,5.192042,2013-09-28,99,Medium,10000000,1,0,1,1,6,2013,9,1,28,-37667937,0,2,1,1,0,0,0,0,6,8,2,5,5,12,1,1,1,1,0,0,0,88545092,78378744,41382841,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Abby Russell, a beautiful, dedicated nurse with a sinister side, has a secret life in which she targets and punishes dishonest men."
2618,30000000,en,13.194168,2004-02-25,127,Large,611899420,1,1,1,1,11,2004,2,0,25,-15309317,0,2,1,0,0,0,0,0,11,8,7,0,0,7,6,0,1,1,1,0,0,68106245,,,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,28,10,4,6,5,12,23,7,3,0,0,0,0,0,0,0,1,0,0,0,"""The Passion of the Christ"" is a film about the last 12 hours in the life of Jesus. Director Mel Gibson received much criticism from critics and audiences for his explicit depiction of and focus on violence and on christs suffering, especially on the part of the jewish community. The films languages are Arabic, Latin and Hebrew and its actors are laymen which was controversially received as well."
2619,13000000,en,12.989056,2010-12-02,108,Medium,327803731,1,1,1,1,16,2010,12,1,2,32322910,0,4,1,1,1,0,0,0,16,19,8,5,5,10,3,1,1,0,0,0,1,850000000,157107755,311312624,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,7,15,12,3,6,3,22,15,8,4,1,0,0,1,0,0,0,2,1,0,0,"A ballet dancer wins the lead in ""Swan Lake"" and is perfect for the role of the delicate White Swan - Princess Odette - but slowly loses her mind as she becomes more and more like Odile, the Black Swan."
2620,8500000,en,10.222143,2016-10-07,92,Short,19985196,1,0,1,1,2,2016,10,1,7,-28659422,0,3,1,1,0,0,0,0,2,1,0,9,1,17,11,0,1,0,1,0,1,,173000000,473226958,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,2,0,0,1,0,4,0,0,0,1,0,1,0,0,0,0,0,A quiet teenage artist Rafe Katchadorian has a wild imagination and is sick of middle school and the rules that have been put before him. Rafe and his best friend Leo have come up with a plan: break every rule in the school hand book and as you expect trouble follows.
2621,25000000,en,4.257516,1997-12-19,93,Short,100000000,1,0,1,1,3,1997,12,1,19,32322910,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,,,,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,6,0,0,2,0,0,0,0,0,1,0,1,0,0,1,"The film follows the Spice Girls and their entourage (mostly fictional characters) - manager Clifford, his assistant Deborah, filmmaker Piers (who is trying to shoot a documentary on ""the real Spice Girls"") and others in their everyday life."
2622,15000000,en,5.984133,1984-07-13,101,Medium,28733290,1,0,1,1,12,1984,7,0,13,40981593,0,2,1,1,0,0,0,0,12,0,0,0,0,0,0,0,1,1,1,0,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,A video game expert Alex Rogan finds himself transported to another planet after conquering The Last Starfighter video game only to find out it was just a test. He was recruited to join the team of best Starfighters to defend their world from the attack.
2623,0,ja,5.330725,2001-07-28,87,Short,37641,0,0,1,1,6,2001,7,0,28,40981593,2,6,1,0,0,0,0,1,6,2,1,0,0,0,0,1,0,0,0,0,0,95789342,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,7,1,1,2,0,0,0,0,0,0,0,0,0,0,0,"A movie studio is being torn down. TV interviewer Genya Tachibana has tracked down its most famous star, Chiyoko Fujiwara, who has been a recluse since she left acting some 30 years ago. Tachibana delivers a key to her, and it causes her to reflect on her career; as she's telling the story, Tachibana and his long-suffering cameraman are drawn in."
2624,197471676,en,15.262706,2017-07-20,137,Large,90024292,1,0,1,0,23,2017,7,0,20,40981593,0,1,1,1,1,0,0,0,23,0,0,0,0,0,0,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"In the 28th century, Valerian and Laureline are special operatives charged with keeping order throughout the human territories. On assignment from the Minister of Defense, the two undertake a mission to Alpha, an ever-expanding metropolis where species from across the universe have converged over centuries to share knowledge, intelligence, and cultures. At the center of Alpha is a mysterious dark force which threatens the peaceful existence of the City of a Thousand Planets, and Valerian and Laureline must race to identify the menace and safeguard not just Alpha, but the future of the universe."
2625,5000000,en,36.894806,2017-02-24,104,Medium,252434250,1,1,1,1,12,2017,2,0,24,-15309317,0,3,1,1,0,0,0,0,12,3,3,0,0,18,5,0,1,0,1,0,1,84025816,,135130999,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,9,3,10,4,8,0,19,14,1,1,0,1,0,0,0,0,0,3,0,0,0,"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined."
2626,0,es,3.534068,2015-05-28,97,Medium,52761,0,1,1,0,5,2015,5,0,28,21757736,0,1,1,0,0,0,1,0,5,0,0,1,1,1,1,,0,1,,0,0,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,6,1,0,3,0,0,0,0,0,0,0,0,0,0,0,"In a secluded house in a small seaside town live four unrelated men and the woman who tends to the house and their needs. All former priests, they have been sent to this quiet exile to purge the sins of their pasts, the separation from their communities the worst form of punishment by the Church. They keep to a strict daily schedule devoid of all temptation and spontaneity, each moment a deliberate effort to atone for their wrongdoings."
2627,60000000,en,11.953553,2005-10-20,105,Medium,55987321,1,0,1,1,6,2005,10,1,20,-28659422,0,7,4,1,0,0,0,1,6,6,5,4,4,2,2,0,0,1,1,1,0,165333180,926287400,431971116,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,13,11,3,4,5,4,12,8,2,0,0,0,0,0,0,0,0,0,0,0,"A team of space marines known as the Rapid Response Tactical Squad, led by Sarge, is sent to a science facility on Mars after somebody reports a security breach. There, they learn that the alert came after a test subject, a mass murderer purposefully injected with alien DNA, broke free and began killing people. Dr. Grimm, who is related to team member Reaper, informs them all that the chromosome can mutate humans into monsters -- and is highly infectious."
2726,0,en,5.682406,2002-09-13,96,Medium,102471,1,0,1,0,10,2002,9,1,13,-37667937,0,3,1,1,0,0,0,0,10,2,1,0,0,2,2,1,0,1,0,1,0,,,76578641,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A young boy trying to deal with his mother's heroin addiction befriends a waitress who helps him cope with the tough situation.
2727,45000000,en,5.037224,2005-12-25,134,Large,38058335,1,0,1,0,10,2005,12,1,25,32322910,0,2,1,1,0,0,0,0,10,14,1,14,5,13,8,0,1,0,1,0,1,788241776,238207122,285176741,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,1,1,1,0,5,1,0,2,1,0,0,0,1,0,0,2,0,0,0,"After putting together another Broadway flop, down-on-his-luck producer Max Bialystock teams up with timid accountant Leo Bloom in a get-rich-quick scheme to put on the world's worst show."
2628,1000000,en,10.07817,2015-04-17,82,Short,62882090,1,0,1,1,18,2015,4,0,17,-28405871,0,2,1,1,0,0,0,0,18,1,1,0,0,2,0,1,0,1,0,0,0,,,60289912,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,11,2,2,4,0,9,9,0,1,0,0,0,0,0,0,0,0,0,0,0,"While video chatting one night, six high school friends receive a Skype message from a classmate who killed herself exactly one year ago. A first they think it's a prank, but when the girl starts revealing the friends' darkest secrets, they realize they are dealing with something out of this world, something that wants them dead. Told entirely from a young girl's computer desktop, Unfriended redefines 'found footage' for a new generation of teens."
2629,852510,ro,9.990406,2007-08-24,113,Medium,1185783,0,0,1,1,9,2007,8,1,24,-33273015,0,7,2,0,0,0,0,0,9,0,0,0,0,0,0,1,1,0,0,0,1,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,2,2,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,"Gabita is pregnant, abortion is strictly forbidden in Romania during the communist regime. Despite this it is common practice and Gabita wants an abortion. The movie follows her and her friend Otilia during the day she has made the appointment with Mr. Bebe to have the abortion."
2630,0,en,14.657754,1996-03-08,89,Short,32709423,1,0,1,1,0,1996,3,0,8,-7149862,0,1,2,0,0,0,0,0,0,8,4,11,3,2,1,0,1,0,1,0,1,332000000,126737428,411006740,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,2,"Your favorite talking animals are back! The film focuses on the further adventures of Shadow (voiced by Ralph Waite), Sassy (voiced by Sally Field), and Chance (voiced by Michael J. Fox). Shadow is the old, wise one and presumably the leader of the three. Sassy is the smart-aleck of the bunch, but helpful in times as well. Chance is the young, anxious one who usually gets into trouble and relies o"
2631,700000,en,7.948581,2015-06-19,103,Medium,17986781,1,1,1,1,8,2015,6,0,19,74205073,0,3,1,1,0,0,0,0,8,0,0,0,0,2,1,0,1,0,0,0,1,,,3878993,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Malcolm is carefully surviving life in a tough neighborhood in Los Angeles while juggling college applications, academic interviews, and the SAT. A chance invitation to an underground party leads him into an adventure that could allow him to go from being a geek, to being dope, to ultimately being himself."
2632,102000000,en,13.494246,2012-10-26,172,Large,130482868,1,1,1,1,8,2012,10,1,26,-28659422,0,8,4,1,0,0,0,0,8,35,5,25,2,24,7,0,1,0,1,0,1,527068851,459359555,933959197,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,9,35,14,8,3,2,19,9,23,4,1,0,0,1,2,0,0,4,0,1,2,"A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis."
2634,13000000,en,8.502529,2002-07-01,94,Medium,37664855,1,0,1,1,4,2002,7,0,1,40981593,0,1,1,1,0,0,0,0,4,15,5,2,0,5,4,1,0,0,0,1,1,15427192,101646581,107196498,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Serial Killer Michael Myers is not finished with Laurie Strode, and their rivalry finally comes to an end. But is this the last we see of Myers? Freddie Harris and Nora Winston are reality programmers at DangerTainment, and are planning to send a group of 6 thrill-seeking teenagers into the childhood home of Myers. Cameras are placed all over the house and no one can get out of the house... and then Michael arrives home!"
2635,0,en,0.703225,1984-01-26,103,Medium,3554460,1,0,1,0,0,1984,1,0,26,-50746591,0,,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,,,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Two rivaling families live on opposite sides of a river. One of them practices Shaolin kung fu and has only sons, while the other has only daughters and practices the Wu-Tang sword. The father of the Wu-Tang family is so paranoid about the Shaolin kids stealing his sword style (besides, he wants a son to teach it to, and the closest thing he has is a lesbian daughter) that he is taken off guard when some real bad guys come along to kill his family, but the Shaolin family helps them out. All the while, everyone is desperately trying to get the lesbian girl to marry Jet Li."
2636,10000000,en,1.942945,1990-04-06,98,Medium,22424195,1,0,1,0,1,1990,4,0,6,-28405871,0,3,1,1,0,0,0,0,1,3,3,0,0,2,2,0,0,0,1,0,1,54215416,,32155047,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,6,1,5,2,1,0,2,7,0,1,0,0,0,0,1,0,0,1,1,0,0,"A young man born out of an incestuous relationship, after enduring an emotionally scarring childhood, gives in to the dark side of Satanic forces and becomes a weapon of evil. He kills with such ferocity that he becomes the main target of the L.A.P.D. Detective Russell Logan engages in a battle of wits with Channing in life and after death. It appears that Channing can't be stopped, but Logan has a few tricks of his own to match Channing's -""First Power""."
2737,0,en,8.075504,2015-12-18,83,Short,16775,1,1,1,1,4,2015,12,1,18,32322910,0,4,2,1,0,0,0,0,4,0,0,53,10,3,3,,0,1,,1,0,,296000000,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,5,7,2,3,1,29,6,1,2,0,0,0,1,0,0,0,2,0,0,0,"A former CIA operative is kidnapped by a group of terrorists. When his son learns there is no plan for his father to be saved, he launches his own rescue operation."
2741,90000000,en,13.809622,2016-09-14,132,Large,162360636,1,1,1,1,1,2016,9,1,14,-37667937,0,6,1,1,0,0,0,0,1,34,4,13,9,29,9,0,0,0,1,1,1,208076205,773328629,235860116,9,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,10,7,11,4,2,3,9,9,9,2,4,0,0,2,2,0,0,3,0,0,0,Seven gun men in the old west gradually come together to help a poor village against savage thieves.
2746,0,en,3.553887,2001-03-01,91,Short,637769,1,0,1,1,1,2001,3,0,1,-7149862,0,4,3,1,1,0,0,0,1,9,3,3,3,1,0,0,0,1,1,1,0,390493908,10409377,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"The annual British Hairdressing Championship comes to Keighley, a town where Phil and son Brian run a barbershop and Phil's ex-wife Shelly and her lover Sandra run a beauty salon."
2637,26000000,en,13.795875,2010-01-21,100,Medium,67918658,1,1,1,1,7,2010,1,0,21,-50746591,0,1,1,1,0,0,0,0,7,10,5,34,9,5,3,0,0,0,1,1,1,313542341,207515725,373062864,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,13,1,0,2,0,0,0,1,0,0,0,0,0,0,0,"When God loses faith in humankind, he sends his legion of angels to bring on the Apocalypse. Humanity's only hope for survival lies in a group of strangers trapped in an out-of-the-way, desert diner with the Archangel Michael."
2638,0,en,0.920469,1998-10-08,105,Medium,2303,1,0,1,1,6,1998,10,1,8,-28659422,0,2,1,1,0,0,0,0,6,0,0,1,0,0,0,0,1,0,1,0,0,,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,1,0,0,0,0,0,0,0,2,0,0,0,"A young man wants to be a female impersonator, but gets mocked in his very first performance by a fierce older woman. He finds out where she lives and goes to her house expecting an apology. Instead, she locks him in her shed and rapes him. It makes him fall for her. But soon her even darker side reveals itself when she believes he is attracted to her more beautiful visiting cousin."
2639,50000000,en,10.901496,2014-06-05,112,Medium,188441614,1,1,1,1,5,2014,6,0,5,74205073,0,8,1,1,0,0,0,0,5,24,11,24,14,9,7,0,0,0,1,1,1,297138014,214104620,121463226,3,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,4,2,4,0,12,2,0,5,0,0,0,1,0,0,0,2,0,0,0,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college. But when Jenko meets a kindred spirit on the football team, and Schmidt infiltrates the bohemian art major scene, they begin to question their partnership. Now they don't have to just crack the case - they have to figure out if they can have a mature relationship. If these two overgrown adolescents can grow from freshmen into real men, college might be the best thing that ever happened to them."
2640,70000000,en,7.513067,2011-01-13,111,Medium,67112664,1,1,1,1,11,2011,1,0,13,-50746591,0,4,1,1,0,0,0,0,11,0,0,6,5,17,3,,0,1,,1,0,,196482882,327803731,15,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,2,2,0,19,2,0,1,3,0,0,0,1,0,0,11,0,0,0,"Longtime friends Ronny and Nick are partners in an auto-design firm. They are hard at work on a presentation for a dream project that would really launch their company. Then Ronny spots Nick's wife out with another man, and in the process of investigating the possible affair, he learns that Nick has a few secrets of his own. As the presentation nears, Ronny agonizes over what might happen if the truth gets out."
2642,0,en,1.784133,1991-08-16,97,Medium,6166819,1,0,1,0,5,1991,8,1,16,-33273015,0,1,1,1,0,0,0,0,5,3,2,0,0,2,1,0,1,0,1,0,1,235860116,,53208180,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,2,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,"The shy teenager Tom McHugh worships his sexy neighbor Geena Matthews that lives on the other side of the street, but he does not dare to talk to her. When his parents travel with their dog for a competition and his self-confident big brother Craig McHugh unexpectedly arrives from California for a visit with a classic 1959 Cadillac, Graig decides to call Geena and schedule a date with Tom. He lends his clothes and his credit card to Tom, who cuts his hair like Craig, buy flowers while Tom calls a limousine service. However, the driver has an accident and Tom decides ""to borrow"" the fancy car to impress the girl. When Tom is mistakenly taken as being Craig and finds a body in the trunk, his dream-night with Geena becomes a nightmare."
2643,75000000,en,6.540621,2010-06-04,100,Medium,98159963,1,1,1,1,1,2010,6,0,4,74205073,0,3,1,1,0,0,0,0,1,6,5,12,5,8,1,1,0,0,0,1,1,219076518,96060858,28400000,5,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,2,2,0,7,1,0,2,1,0,0,0,0,1,0,3,0,0,0,"When an elite assassin marries a beautiful computer whiz after a whirlwind romance, he gives up the gun and settles down with his new bride. That is, until he learns that someone from his past has put a contract out on his life."
2645,105000000,en,14.412644,1997-11-06,129,Large,121214377,1,0,1,1,13,1997,11,0,6,31944703,0,3,1,1,0,0,0,0,13,0,0,2,2,0,0,0,1,1,1,0,0,,,,4,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,4,0,2,2,4,0,10,16,2,2,0,0,0,1,0,1,0,3,0,0,0,"Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs""."
2646,0,en,0.504,2014-04-25,0,Short,76000000,1,0,1,0,0,2014,4,0,25,-28405871,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,,72287783,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"In the summer of 1993, timid and shy Zhou Xiao Zhi meets her table partner. Sitting in the classroom’s infamous back row is troublemaker Lin Yi. They go through junior high, high school, and college years together. Lin Yi said to Zhou Xiaozhi: ""One day, I’ll take you to a place that only belongs to us."" Fast forward ten years..."
2766,0,it,14.177005,1988-11-17,124,Large,11990401,0,0,1,1,10,1988,11,0,17,31944703,0,1,2,0,0,0,0,0,10,1,0,1,0,0,0,0,0,0,1,1,1,6000000,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,3,2,2,0,2,4,1,1,0,0,0,0,0,0,0,0,1,0,0,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist."
2773,50000000,en,17.608346,2015-03-15,137,Large,3324330,1,0,1,1,9,2015,3,0,15,-7149862,0,3,4,1,0,0,0,0,9,10,5,29,7,7,5,0,0,1,1,1,0,156974557,1004558444,403170142,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,6,6,8,3,7,1,5,17,0,2,0,0,0,1,0,0,0,2,0,0,0,"Set in Stalin-era Soviet Union, a disgraced MGB agent is dispatched to investigate a series of child murders -- a case that begins to connect with the very top of party leadership."
2774,70000000,en,9.019114,1998-11-06,116,Medium,116672912,1,0,1,1,4,1998,11,0,6,31944703,0,3,1,1,0,0,1,0,4,14,9,7,2,18,7,0,1,0,1,0,1,157387195,107879496,296000000,4,2,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,13,7,18,8,2,2,5,13,11,5,3,4,0,0,2,0,0,0,3,0,0,0,The secret US abduction of a suspected terrorist leads to a wave of terrorist attacks in New York that lead to the declaration of martial law.
2647,0,en,1.489294,2006-08-17,99,Medium,7778177,1,1,1,0,4,2006,8,1,17,-33273015,0,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,"From the biggest festival to the smallest church social, Kenny Smyth delivers porta-loos to them all. Ignored and unappreciated, he is one of the cogs in society's machinery; a knight in shining overalls taking care of business with his faithful 'Splashdown' crew."
2648,145000000,en,14.25843,2011-12-07,133,Large,694713380,1,1,1,1,7,2011,12,1,7,32322910,0,6,3,1,1,1,0,0,7,30,4,10,4,12,9,0,0,0,1,1,1,358372926,154026136,886686817,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,18,1,1,2,1,0,0,0,0,0,0,2,0,0,0,"In the 4th installment of the Mission Impossible series, Ethan Hunt (Cruise) and his team are racing against time to track down a dangerous terrorist named Hendricks (Nyqvist), who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster."
2651,7000000,en,9.218164,2008-03-11,97,Medium,8900000,1,0,1,1,5,2008,3,0,11,-7149862,0,2,2,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,1,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,1,2,1,1,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"SG-1 searches for an ancient weapon which could help them defeat the Ori, and discover it may be in the Ori's own home galaxy. As the Ori prepare to send ships through to the Milky Way to attack Earth, SG-1 travels to the Ori galaxy aboard the Odyssey. The International Oversight committee have their own plans and SG-1 finds themselves in a distant galaxy fighting two powerful enemies."
